custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1372664572.A.1DE__PS1031,PS1031,中華民國憲法及政府一,陳淳文,https://www.ptt.cc/bbs/NTUcourse/M.1372664572.A.1DE.html,[評價] 101全 陳淳文 中華民國憲法及政府,Mon Jul  1 15:42:49 2013,評價,101,True,5,,3,淳文上課必推，老師喜歡用引導的方式和學生討論，而不先告訴我們一個固定答案 而且喜歡和學生辯論，如果討論到最後離題時老師會把討論做個收尾。 例如:[真的是這樣嗎?我們聽聽下一位同學的說法] 或是：[你說得很好，但是...] 基本上，沒有版書，只有淳文口頭講授。一開始會有點不習慣，因為老師聲音不是 很大聲，有時候老師為了趕進度，一口氣會講很多重點，抄筆記很辛苦。 上學期政府體制到後來幾乎沒有課堂討論，下半學期比較著重在憲法原則的操作， 會有許多討論的空間。 對於上課，可以吸收到很多不同的看法，而老師也會帶著我們看重要的釋字，有時 後時間不夠，會要我們自己回家念(極有可能成為期末考題或小考題的重點，…,百分之兩百扎實分 上學期似乎有調分，這學期根據老師寫給大家的電子郵件看來 是沒有調分 原文如下： 預祝各位暑假過得十分充實。如果成績不佳或甚至不幸被當，請原諒我的無奈。 在此再向各位致謝並致歉。謝謝各位修課期間的努力，原諒我無法過於寬鬆地給 成績。 我看完信很抖。 我自己上學期A+ 這學期A-,淳文老師很用心，上課筆記要認真做，寫考卷要分點分項，切中重點，引用對的 法條，ceiba作業要提前做，不能提前，也得要有一顆夠大的心臟。
M.1316417688.A.6D0__PS1031,PS1031,中華民國憲法及政府一,陳淳文,https://www.ptt.cc/bbs/NTUcourse/M.1316417688.A.6D0.html,[求救] 中華民國憲法及政府 陳淳文,Mon Sep 19 15:34:46 2011,求救,,False,,,,,,
M.1277798599.A.2C8__PS1031,PS1031,中華民國憲法及政府一,陳淳文,https://www.ptt.cc/bbs/NTUcourse/M.1277798599.A.2C8.html,[評價] 98全 陳淳文 中華民國憲法及政府,Tue Jun 29 16:03:14 2010,評價,98-1,True,5,,3,上課時，老師會在黑板抄板書，列出該講次的大綱。 老師上課過程中會帶領大家討論，鼓勵發言。,扎實分。,充實的課程 這是一門非常充實的課，不僅是資料的閱讀方面（教科書和釋憲文），在課 堂上亦是如此。老師上課很注重討論，給同學很多發言的機會，並引導同學以法 學的方式論述。 著重觀念理解 老師上課很風趣，而且表達能力很強，只要專心聽，就很容易了解課程的脈 絡。若上課聽懂了，課後的複習工作並不辛苦。 這門課並不強調背誦，而強調觀念的理解與概念的操作。上學期談論有關政 府部門運作，較為抽象，這部分課後建議務必閱讀教科書，方能有較明晰的概念 。而下學期主要探討人權的部分，這部分老師的重點在於釋憲的操作，亦即請每 位同學嘗試當釋憲者，應用釋憲的方法，去嘗試判斷一個法律究竟違不違憲，並 論述其理由。 結語 雖…
M.1598142046.A.711__BME2103,BME2103,工程數學一,顏炳郎,https://www.ptt.cc/bbs/NTUcourse/M.1598142046.A.711.html,[評價] 108-1 顏炳郎 工程數學一,Sun Aug 23 08:20:43 2020,評價,108-1,True,5,4,1,投影片佐以板書。 老師教得好不好我真的不知道，我沒上課，不過這門課很甜，考試不難，作業也不難，助 教又很凱瑞，所以如果需要微分方程的知識或學分的話可以考慮一下這門課。,"Homework:40% Quiz:20% Midterm:20% Final:20% Bonus Quiz:20% Bonus是上課隨機抽考，這學期似乎考三次，我一次都沒去所以bonus的分數都沒拿到，但 我還是Ａ＋就知道多簡單... HW我都拿9x,100，Quiz都9x，Midterm好像快90吧，Final寫得不太順不知道幾分，最後有 Ａ＋，所以有去上課，有考到bonus的話要Ａ＋應該是輕輕鬆鬆吧...",想學工數級別的微分方程的話可以考慮，loading不重而且學得到東西，而且甜到歪頭。 不過如果想學各種花式解ＯＤＥ、ＰＤＥ的話工數等級的微方應該不夠用，建議修數學系 的常微分導論或物理系的應數可能會比較有用。
M.1423718506.A.E5C__MSE3001,MSE3001,材料熱力學二,高振宏,https://www.ptt.cc/bbs/NTUcourse/M.1423718506.A.E5C.html,[評價] 103-1 高振宏 材料熱力學,Thu Feb 12 13:21:44 2015,評價,103-1,True,5,4,2,大學熱力複習內容，老師以以前整理的筆記電子檔放投影螢幕指示講解 Chap 12 ~ 14 老師未整理筆記，以掃描的課本電子檔同樣放投影幕講解 Chap 15 老師改以黑板板書，提示重點內容,老師的兩次期考都考得偏易(與習題相近)，對研究生而言不必調分，可想而知 分數偏甜,老師在第一節課有調查全班熱力學基礎情況，大家程度不一，甚至有許多沒修 過熱力的同學來選課，雖然大部分同學都修過兩學期材熱，不過老師人非常好， 若基礎不足可以在前四週盡力補足，講解上也盡力講解得很容易懂，只是難以 有真實樣品照片可以證實理論，與物理冶金很像。 老師講解速度較慢，應該是不少沒基礎的外系可以了解聽懂的，這門課的負擔 也幾乎比大學部許多門課要輕，對較忙碌的同學們是十分推薦的。
M.1415718336.A.0BC__Phys7015,Phys7015,量子力學二,黃宇廷,https://www.ptt.cc/bbs/NTUcourse/M.1415718336.A.0BC.html,[求救] 量子力學 黃宇廷 筆記,Tue Nov 11 23:05:33 2014,求救,,False,,,,,,
M.1453267197.A.B16__CIE1014,CIE1014,應用力學2,黃尹男,https://www.ptt.cc/bbs/NTUcourse/M.1453267197.A.B16.html,[評價] 104-1 黃尹男 材料力學,Wed Jan 20 13:19:55 2016,評價,104-1,True,5,2,4,前2/3是翻轉教室，要先看完授課影片。 前幾周會分組，上課時間老師會出幾題題目，讓大家討論、練習。 然後會抽人上台講解題目。 後1/3老師說影片還沒拍完，所以回歸傳統上課方式。 老師上課為了讓我們完全聽懂，會非常仔細講每一個細節。 但是緩慢的步調非常催眠，讓大家非常懷念1.5倍速的影片。,紮實分，但是只要有讀書老師不會為難你 平常成績就是上課的練習題分數的整組平均 （假設一組4人，3個人2分 1個人翹課，成績就是3*2/4=1.5分/人）。 因此請慎選組員，也不要翹課雷他們。,老師人很好，會和同學打成一片，還會亂入FB留言。 老師的教學影片拍得非常淺顯易懂，最重要的是可以1.5倍速撥放， 還可以在考前挖出來複習。就連其他班的同學都會來看。 可以說這些影片Carry了全土木系的材料力學。 然後老師說這門課明年也會放在台大開放式課程網站裡， 所以明年就會拍完所有影片。 不過老師去年也說過類似的話，因此我對此持以保留態度。 2016/08/05更新：這堂課已經被放在coursera上，可以放心選了。
M.1632133720.A.487__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1632133720.A.487.html,[News] 黃志典老師 貨幣銀行學 選課作業公告,Mon Sep 20 18:28:38 2021,News,,False,,,,,,
M.1631547620.A.294__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1631547620.A.294.html,[News] 110-1 黃志典老師 貨幣銀行學課程公告,Mon Sep 13 23:40:18 2021,News,,False,,,,,,
M.1611022961.A.F12__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1611022961.A.F12.html,[評價] 109-1 黃志典 貨幣銀行學甲,Tue Jan 19 10:22:38 2021,評價,109-1,True,5,3,3,老師是用投影片教學，但投影片不會公開，所以大家要自己讀課本。 不過投影片基本上跟課本的內容一模一樣，而且老師就是課本跟投影 片的作者，所以我覺得認真聽的話挺容易上手的。 老師會在第三堂課一開始跟大家聊天，談談旅遊或是古錢幣，記得他 提到自己去羅馬的經驗、吃義大利聖誕節麵包的經驗，有時候還會講 笑話。老師是個有趣的人，感覺有很多故事可以講。 老師在進入新的章節時會先用板書把整個scope跑過一遍再進課本，但 因為管院的白板實在太爛，老師的板書有時候又亂，不坐前面聚精會 神地看還真的會遺漏，不過老師之後在用投影片的時候會再講一遍。,期中期末各50%，會調到平均A-。 算紮實甜吧，要讀過他的課本跟寫過課本中的題目應該蠻好拿分，考 試的題目很像。,應該算是輕鬆的課，老師講的好懂，課本習題也不難，老師會給詳解 。另外，老師有時候會在上課發補充講義，這個講義不會上CEIBA，所 以只有有去上課的人有。期中期末各發了一次，我記得這份講義在期 末佔分10%，所以去上課好像也蠻好的。
M.1600155774.A.647__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1600155774.A.647.html,[加簽] 徵求黃志典 貨幣銀行學授權碼,Tue Sep 15 15:42:52 2020,加簽,,False,,,,,,
M.1583721820.A.7E1__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1583721820.A.7E1.html,[評價] 108-1 貨幣銀行學甲 黃志典,Mon Mar  9 10:43:38 2020,評價,108-1,True,4,4,2,老師對貨幣銀行學的演進可以說是瞭若指掌，但速度偏慢，中間也時常夾雜著奇聞軼事，想認真學習的同學可能不適合。 有問題的話老師會很樂意回答，他對教學十分有熱忱！,期中：50% 期末：50% 兩次考試分別會把平均調至80分，據我所知本學期期中考就調了18分。,據傳國企系同學都會去修習隔壁陳老師班的課程，我也不甚清楚詳細情形。 同樣根據傳聞，財金系同學常常會跑來修這門課，可能的原因我也不太清楚QQ 不過這門課真的就是非常涼、有空的話多去聽聽老師的講課有時也能帶給自己一整天的好心情XD 我就用黃老師講過的三句話來總結這門課： 「台大的老師每個都領差不多的薪水，即便像我這麼教學認真的優秀老師，也不例外，實在是很不公平！」 「一個好老師出的題目，標準差不應該太小；像有些老師，學期成績平均90幾分、標準差只有2，很明顯就是沒有用心在教學！」 「大家考卷都沒有問題嗎？如果沒有問題的話我就當作是我題目出得很好的表徵了喔！非常謝謝大家的支持。」
M.1505658844.A.461__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1505658844.A.461.html,[加簽] 黃志典老師貨幣銀行學,Sun Sep 17 22:34:01 2017,加簽,,False,,,,,,
M.1474019567.A.797__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1474019567.A.797.html,[加簽] 週二下午789 黃志典老師貨幣銀行學甲,Fri Sep 16 17:52:41 2016,加簽,,False,,,,,,
M.1446684933.A.F24__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1446684933.A.F24.html,[問題] 黃志典貨幣銀行學，期中考日期,Thu Nov  5 08:55:31 2015,問題,,False,,,,,,
M.1442302832.A.D31__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1442302832.A.D31.html,[問題] 黃志典老師的貨幣銀行學,Tue Sep 15 15:40:29 2015,問題,,False,,,,,,
M.1410883935.A.BF4__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1410883935.A.BF4.html,[問題] 黃志典貨幣銀行學甲用書,Wed Sep 17 00:12:13 2014,問題,,False,,,,,,
M.1390413818.A.7A4__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1390413818.A.7A4.html,[評價] 102-1 貨幣銀行學甲 黃志典,Thu Jan 23 02:03:35 2014,評價,,True,5,4,1,使用投影片講課為主(內容是課本摘要)，偶爾用白版寫字，坐後面會有點 看不清楚。內容不難，有上過總經方面的課會覺得有點簡單。(我個人只修過 經原下，完全沒有問題) 老師應該是以 香蕉 聞名於世，幾乎所有的舉例都會提到香蕉，考題裡也以 香蕉代表實質商品。 往往講課講一講就開始介紹他個人的錢幣收藏，常常一講就是一節半節課。 除了硬幣之外，也會講自己去國外旅行的所見所聞，最後又莫名其妙的接回課 程，還蠻神奇的。,期中期末各50% 會把總成績平移到「台大」平均(老師說是80左右) 考試有選擇題20~30題和五題計算申論題，可以帶計算機。 選擇題部份課本/PPT念熟，上課大致有聽，應該足以應付。 計算題和考古題極為類似，甚至相同，會部份給分。 個人認為算是扎實偏甜，有讀有分。,撇開加簽的爭議，這門課相當輕鬆愉快，雖然感覺有一點空虛...，但是 聽聽老師的故事和收藏，也是相當有趣。老師還秀給我們看他以前聖誕節時開的 「香蕉派對」，可見老師對香蕉的熱愛！老師也說他在台大最大的夢想就是開一 門「貨幣與文明」的通識，似乎連教材都準備好了XD 整體來說，這是一門 少糖正常冰 的課。
M.1358843164.A.4DE__IB2011,IB2011,貨幣銀行學甲,黃志典,https://www.ptt.cc/bbs/NTUcourse/M.1358843164.A.4DE.html,[評價] 101-1 黃志典 金融機構與市場,Tue Jan 22 16:26:02 2013,評價,101-1,True,4,,2,主要是老師口述+板書 投影片很簡略 只是輔助 老師還是維持一貫春風沐雨的教學風格 以他認為很直覺的經濟邏輯來講述各種市場現象 在ETF和附買賣回的方面講得比較仔細 不過這學期比較少拿香蕉做比喻(有上過他貨銀的人就知道XD) 課程內容不會讓太有壓力 但又能學到一點原本不知道的東西,15% 口頭報告(團體) 15% 書面報告(團體) 60% 期末考 10% 課堂參與(應該是調分用的),老師是個很喜歡笑而且風趣的人 總會用淺顯易懂的方式講述各種觀念 就算偶爾翹課 期末考自己看課本也都會 考試題目也不會太難 給分也挺大方的 不過如果期末考考太差的話 也沒辦法 我就是去年修了他的貨幣銀行學 今年才又來修他的課 重點就是期末報告要好好做 常常去跟老師確認做法對不對 才不會辛苦了半天 最後還要被老師不斷指正.質疑 當然 如果做得不錯 老師也不吝給予好評 總之就是一堂內容輕鬆 比較沒有負擔的課 不過因為沒有期中考 所以全部拖到期末一起念 範圍也是有點驚人 但認真一點其實還是念得完啦
